block_type	word	response	response_time
syllabe	indépendant	[]	1.6226631999888923
syllabe	sociable	[]	0.42287959999521263
syllabe	colérique	[]	0.7367479000095045
syllabe	patient	[]	0.6082906000083312
syllabe	énergisé	[]	0.2724463999911677
syllabe	ponctuel	[]	0.00019750000501517206
syllabe	gai	[]	1.2621168000041507
syllabe	vantard	[]	0.30245770000328775
syllabe	grande-gueule	[]	0.3150605000118958
syllabe	désordonné	[]	0.3312017999996897
