onset	duration	stimuli	trial_type
0.025076900001295144	1.0000091000001703	:; $+	Noise
1.0300487999993493	1.0000063000006776	 #^=-	Noise
2.033689300002152	1.0000068000008469	:?$µ	Noise
3.036837600000581	1.000007700000424	###	Noise
4.04012540000258	1.000007499998901	1	Stimuli
5.043838600002346	1.0000164999983099	:; $+	Noise
6.047612500002288	1.0000073999981396	 #^=-	Noise
7.0513529000018025	1.0000074000017776	:?$µ	Noise
8.054575000001932	1.000009499999578	###	Noise
