block_type	word	response	response_time
friend	ragoteur	['4']	0.9813079000014113
friend	sociable	['1']	0.3857845000020461
friend	colérique	None	None
friend	maladroit	None	None
friend	sincère	None	None
friend	colérique	None	None
friend	possessif	['4']	0.21051449999504257
friend	tolérant	['2']	1.3322497000044677
friend	loyal	['4']	0.2821994999976596
friend	poli	['2']	1.599404599997797
