onset	duration	trial_type	angle	stim_file
0.0066653000030783005	3.0000058000005083	Stimuli	0	body1_scr_static.jpeg
3.0100813999997627	1.0000107000014395	Fixation	None	None
4.013085200000205	3.0000089000022854	Stimuli	23	body11_static.jpeg
7.016104100002849	1.000007500002539	Fixation	None	None
8.018759500002488	3.0000063000006776	Stimuli	75	body14B_scr_static.jpeg
11.021657100001903	1.0000070000023698	Fixation	None	None
