onset	duration	stimuli	trial_type
0.07477149999976973	1.0000076999995144	:; $+	Noise
1.092365299999983	1.0000068999997893	 #^=-	Noise
2.0995425999999497	1.0000115000002552	:?$µ	Noise
3.103288600000269	1.0000174000006155	###	Noise
4.1086059999997815	1.000007800000276	O	Stimuli
5.112825100000009	1.000009499999578	:; $+	Noise
6.117147800000566	1.0000092999998742	 #^=-	Noise
7.121157800000219	1.0000138000004881	:?$µ	Noise
8.125097600000117	1.0000067999999374	###	Noise
