block_type	word	response	response_time
me	égoïste	None	None
me	confiant	None	None
me	ponctuel	None	None
me	grande-gueule	None	None
me	possessif	None	None
me	dominateur	None	None
me	désordonné	None	None
me	dépensier	None	None
me	patient	None	None
me	doué	None	None
