onset	duration	trial_type	angle	stim_file
0.03031339999870397	1.0000067000073614	Stimuli	0	body1_scr_static.jpeg
1.0330984000029275	1.000007700000424	Fixation	None	None
2.0608537000080105	1.0000056999997469	Stimuli	23	body11_static.jpeg
3.0638125000114087	1.000007499998901	Fixation	None	None
4.0899341000040295	1.0000060000020312	Stimuli	180	body14_static.jpeg
5.092272699999739	1.0000051999959396	Fixation	None	None
