onset	duration	trial_type	angle	stim_file
0.02048380000042016	1.0000073999999586	Stimuli	0	body1_scr_static.jpeg
1.0233487000000423	2.000007799999821	Fixation	None	None
3.0274437000002763	1.000006299999768	Stimuli	23	body11_static.jpeg
4.030309100000068	2.0000052999998843	Fixation	None	None
6.03441150000026	1.0000047000003178	Stimuli	75	body14B_scr_static.jpeg
7.036699700000099	2.000007699999969	Fixation	None	None
