onset	duration	trial_type	stim_file
0.10712589998729527	1.0000072999973781	Fixation	None
1.1072909999929834	1.0052155000012135	Stimuli	Paradigme_video/Stimuli/body3.mp4
2.224628500000108	1.000006400005077	Fixation	None
3.2248226999945473	1.0079220000043279	Stimuli	Paradigme_video/Stimuli/body3_scr.mp4
4.355486499989638	1.0000045000051614	Fixation	None
5.3556412999896565	1.005065100005595	Stimuli	Paradigme_video/Stimuli/body7_scr.mp4
6.49977989999752	1.0002039999963017	Fixation	None
7.50169079999614	1.0035101000103168	Stimuli	Paradigme_video/Stimuli/body8_scr.mp4
8.515341999998782	1.0000145000085467	Fixation	None
