onset	duration	stimuli	trial_type
0.02930249999917578	1.0000101999903563	:; $+	Noise
1.0342528999899514	1.0000082999904407	 #^=-	Noise
2.0410983999900054	1.000007700000424	:?$µ	Noise
3.0449335999874165	1.000007499998901	###	Noise
4.048947299990687	1.0000090000103228	33	Stimuli
5.053021799991257	1.0000075999996625	:; $+	Noise
6.0574856999883195	1.0000101000041468	 #^=-	Noise
7.061926499998663	1.000007700000424	:?$µ	Noise
8.066791499993997	1.000009499999578	###	Noise
