onset	duration	trial_type	angle	stim_file
0.05501599999843165	2.0000064999912865	Stimuli	0	body1_scr_static.jpeg
2.0582654000027105	2.000009700001101	Fixation	None	None
4.090347200006363	2.000006799993571	Stimuli	23	body11_static.jpeg
6.093808399993577	2.0000059000012698	Fixation	None	None
8.125320399994962	2.0000058000005083	Stimuli	180	body14_static.jpeg
10.128506599998218	2.000008799994248	Fixation	None	None
