onset	duration	stimuli	trial_type	response	time_before_starting_to_answer
0.003046900004846975	2.0000091000110842	Cross	Fixation	None	None
2.0495709999959217	3.4101645999908214	grøn_yellow	Stimuli	None/pas reconnu	0.8193877551020409
5.526807300004293	2.0000063000043156	Cross	Fixation	None	None
7.532581399995252	3.2006258000037633	rød_blue	Stimuli	None/pas reconnu	0.33462585034013603
10.762438899997505	2.0000075999996625	Cross	Fixation	None	None
12.76846010000736	3.1878614999877755	gul_red	Stimuli	un verre	1.4588662131519274
16.07516829999804	2.0000081000034697	Cross	Fixation	None	None
18.081558599995333	3.1683349999948405	blå_white	Stimuli	None/pas reconnu	1.3926984126984128
21.36456889999681	2.0000066000066	Cross	Fixation	None	None
23.371890199996415	3.1756300999986706	hvid_green	Stimuli	blanc	1.2784807256235828
