onset	duration	trial_type	angle	stim_file
0.005992099999275524	1.000006399997801	Stimuli	0	body1_scr_static.jpeg
1.0086395999969682	1.0000082000005932	Fixation	None	None
2.0124276999995345	1.0000069999987318	Stimuli	23	body11_static.jpeg
3.0153229999996256	1.0000077999975474	Fixation	None	None
4.017819199998485	1.0000060000020312	Stimuli	75	body14B_scr_static.jpeg
5.020546599997033	1.000004400000762	Fixation	None	None
