block_type	word	response	response_time
friend	dominateur	[]	None
friend	hypersensible	[]	0.3827317999966908
friend	énergisé	[]	0.4451571999961743
friend	malhonnête	[]	0.30612189999374095
friend	colérique	[]	None
friend	indifférent	[]	1.550978600003873
friend	mufle	[]	None
friend	brouillon	[]	1.4559222999960184
friend	imaginatif	[]	0.360013000012259
friend	gentil	[]	0.295804199995473
