onset	duration	trial_type	stim_file
0.17288810000172816	1.0000078000011854	Fixation	None
1.1731260999949882	1.008139099998516	Stimuli	Paradigme_video/Stimuli/body3.mp4
2.3086901000060607	1.0000070000096457	Fixation	None
3.3089599999948405	1.0079053999943426	Stimuli	Paradigme_video/Stimuli/body3_scr.mp4
4.443831399999908	1.0000125000078697	Fixation	None
5.444227200001478	1.0026756000006571	Stimuli	Paradigme_video/Stimuli/body7_scr.mp4
6.605609699996421	1.0000404000020353	Fixation	None
7.6062135999964084	1.0098784000001615	Stimuli	Paradigme_video/Stimuli/body8_scr.mp4
8.624024499993538	1.000007700000424	Fixation	None
