block_type	word	response	response_time
friend	comique	['2']	0.3911001000087708
friend	chaleureux	['1']	0.23057820000394713
friend	querelleur	['3']	0.20934699999634176
friend	généreux	['4']	0.22124230000190437
friend	énergisé	['2']	4.199999966658652e-05
syllabe	gai	['2']	4.719999560620636e-05
syllabe	possessif	['3']	4.509999416768551e-05
syllabe	ponctuel	['2']	0.6414096000080463
syllabe	gentil	['1']	0.21779239999887068
syllabe	cruel	['4']	0.19911940000019968
