block_type	word	response	response_time
friend	irritable	[]	2.6855489000008674
friend	querelleur	[]	1.8264187000022503
friend	mufle	[]	None
friend	indépendant	[]	None
friend	égoïste	[]	None
friend	doué	[]	None
friend	efficace	[]	0.2434990000037942
friend	pessimiste	[]	3.8745883999945363
friend	sociable	[]	0.3726662999979453
friend	ennuyant	[]	0.015307699999539182
