onset	duration	trial_type	stim_file
0.10197689999768045	1.000007499998901	Fixation	None
1.102134799999476	1.0027578000008361	Stimuli	Paradigme_video/Stimuli/body3.mp4
2.2093702999991365	1.0000060000020312	Fixation	None
3.2094996999985597	1.0043774000005214	Stimuli	Paradigme_video/Stimuli/body3_scr.mp4
4.315177199998288	1.0000075999996625	Fixation	None
5.315371299999242	1.0002227000004495	Stimuli	Paradigme_video/Stimuli/body7_scr.mp4
6.43719240000064	1.0000067000000854	Fixation	None
7.437374900000577	1.0212996000009298	Stimuli	Paradigme_video/Stimuli/body8_scr.mp4
8.46288419999837	1.0000456999987364	Fixation	None
